   name,Character,r0le,TITLE,  Type,release Year,genres,imdb sc0re,imdb v0tes
Daisy Haggard,Mum (voice),ACTOR,Hilda,SHOW,2018,"['animation', 'family', 'scifi', 'drama', 'fantasy', 'comedy']",8.5,10283.0
Rasmus Hardiker,Alfur (voice),ACTOR,Hilda,SHOW,2018,"['animation', 'family', 'scifi', 'drama', 'fantasy', 'comedy']",8.5,10283.0
Oliver Nelson,David (voice),ACTOR,Hilda,SHOW,2018,"['animation', 'family', 'scifi', 'drama', 'fantasy', 'comedy']",8.5,10283.0
John Hopkins,Erik Ahlberg (voice),ACTOR,Hilda,SHOW,2018,"['animation', 'family', 'scifi', 'drama', 'fantasy', 'comedy']",8.5,10283.0
Lucy Montgomery,Gerda Gustav (voice),ACTOR,Hilda,SHOW,2018,"['animation', 'family', 'scifi', 'drama', 'fantasy', 'comedy']",8.5,10283.0
Jack Lowden,Vaughn,ACTOR,Calibre,MOVIE,2018,"['thriller', 'drama']",6.8,28788.0
Martin McCann,Marcus,ACTOR,Calibre,MOVIE,2018,"['thriller', 'drama']",6.8,28788.0
Tony Curran,Logan McClay,ACTOR,Calibre,MOVIE,2018,"['thriller', 'drama']",6.8,28788.0
Kate Bracken,Iona,ACTOR,Calibre,MOVIE,2018,"['thriller', 'drama']",6.8,28788.0
Cal Macaninch,Al McClay,ACTOR,Calibre,MOVIE,2018,"['thriller', 'drama']",6.8,28788.0
Ian Pirie,Brian McClay,ACTOR,Calibre,MOVIE,2018,"['thriller', 'drama']",6.8,28788.0
Cameron Jack,Frank McClay,ACTOR,Calibre,MOVIE,2018,"['thriller', 'drama']",6.8,28788.0
George Anton,Angus,ACTOR,Calibre,MOVIE,2018,"['thriller', 'drama']",6.8,28788.0
Therese Bradley,Mary,ACTOR,Calibre,MOVIE,2018,"['thriller', 'drama']",6.8,28788.0
Olivia Morgan,Anna,ACTOR,Calibre,MOVIE,2018,"['thriller', 'drama']",6.8,28788.0
Ben Stranahan,Rab Sutherland,ACTOR,Calibre,MOVIE,2018,"['thriller', 'drama']",6.8,28788.0
Rob McGillivray,Johnny Sutherland,ACTOR,Calibre,MOVIE,2018,"['thriller', 'drama']",6.8,28788.0
Donald McLeary,Grant McClay,ACTOR,Calibre,MOVIE,2018,"['thriller', 'drama']",6.8,28788.0
Kitty Lovett,Kara,ACTOR,Calibre,MOVIE,2018,"['thriller', 'drama']",6.8,28788.0
Conor McCarron,Donald,ACTOR,Calibre,MOVIE,2018,"['thriller', 'drama']",6.8,28788.0
Matt Palmer,unknown,DIRECTOR,Calibre,MOVIE,2018,"['thriller', 'drama']",6.8,28788.0
Dan Stevens,Thomas Richardson,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Michael Sheen,Malcolm Howe,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Lucy Boynton,Andrea,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Mark Lewis Jones,Quinn,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Bill Milner,Jeremy,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Kristine Froseth,Ffion,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Paul Higgins,Frank,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Richard Elfyn,Charles,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Catrin Aaron,Elaine,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Ross O'Hennessy,Suspicious Passenger,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Gareth Pierce,Man #1,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Rhys Meredith,Man #2,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
John Norton,Man #3,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Ioan Hefin,Bell Ringer,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Rhian Morgan,Innkeeper,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Owain Gwynn,Townsman,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Sharon Morgan,Her,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Sebastian McCheyne,The Grinder,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Gareth John Bale,Bar Keeper,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Elen Rhys,Jennifer,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Spencer Booth,Townsmen Guard,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Toby Brierley,Townsmen Guard,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Alekss Dudins,Townsmen Guard,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Michael Gleeson,Townsmen Guard,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Paul James,Townsmen Guard,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Craig Jenkins,Townsmen Guard,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Daryl Matthews,Townsmen Guard,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Stuart McNeil,Townsmen Guard,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Dan Ward,Townsmen Guard,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Rhys Wilton,Townsmen Guard,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Fergus Dignam,Doctor,ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Annes Elwy,Sinead (uncredited),ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Juke Hardy,Harry's Guard (uncredited),ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Samantha E. Hunt,Samantha Howe (uncredited),ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Pino Maiello,New Arrival (uncredited),ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Phillip Roy,New Arrival (uncredited),ACTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Gareth Evans,unknown,DIRECTOR,Apostle,MOVIE,2018,"['thriller', 'drama', 'horror', 'fantasy']",6.3,51890.0
Jon Hamm,Mason Skiles,ACTOR,Beirut,MOVIE,2018,"['thriller', 'drama', 'action', 'crime']",6.4,22065.0
Rosamund Pike,Sandy Crowder,ACTOR,Beirut,MOVIE,2018,"['thriller', 'drama', 'action', 'crime']",6.4,22065.0
Shea Whigham,Gary Ruzak,ACTOR,Beirut,MOVIE,2018,"['thriller', 'drama', 'action', 'crime']",6.4,22065.0
Dean Norris,Donald Gaines,ACTOR,Beirut,MOVIE,2018,"['thriller', 'drama', 'action', 'crime']",6.4,22065.0
Mark Pellegrino,Cal,ACTOR,Beirut,MOVIE,2018,"['thriller', 'drama', 'action', 'crime']",6.4,22065.0
Douglas Hodge,Sully,ACTOR,Beirut,MOVIE,2018,"['thriller', 'drama', 'action', 'crime']",6.4,22065.0
Alon Aboutboul,Roni Niv,ACTOR,Beirut,MOVIE,2018,"['thriller', 'drama', 'action', 'crime']",6.4,22065.0
Kate Fleetwood,Alice,ACTOR,Beirut,MOVIE,2018,"['thriller', 'drama', 'action', 'crime']",6.4,22065.0
Le??la Bekhti,Nicole,ACTOR,Beirut,MOVIE,2018,"['thriller', 'drama', 'action', 'crime']",6.4,22065.0
Jonny Coyne,Bernard Teppler,ACTOR,Beirut,MOVIE,2018,"['thriller', 'drama', 'action', 'crime']",6.4,22065.0
Larry Pine,unknown,ACTOR,Beirut,MOVIE,2018,"['thriller', 'drama', 'action', 'crime']",6.4,22065.0
Sonia Okacha,Sondrine,ACTOR,Beirut,MOVIE,2018,"['thriller', 'drama', 'action', 'crime']",6.4,22065.0
Ben Affan,Jassim / Rami,ACTOR,Beirut,MOVIE,2018,"['thriller', 'drama', 'action', 'crime']",6.4,22065.0
Idir Chender,unknown,ACTOR,Beirut,MOVIE,2018,"['thriller', 'drama', 'action', 'crime']",6.4,22065.0
Mohamed Attougui,unknown,ACTOR,Beirut,MOVIE,2018,"['thriller', 'drama', 'action', 'crime']",6.4,22065.0
Ian Porter,unknown,ACTOR,Beirut,MOVIE,2018,"['thriller', 'drama', 'action', 'crime']",6.4,22065.0
Brad Anderson,unknown,DIRECTOR,Beirut,MOVIE,2018,"['thriller', 'drama', 'action', 'crime']",6.4,22065.0
Lana Condor,Lara Jean Song Covey,ACTOR,To All the Boys I've Loved Before,MOVIE,2018,"['comedy', 'romance', 'drama']",7.1,101175.0
Noah Centineo,Peter Kavinsky,ACTOR,To All the Boys I've Loved Before,MOVIE,2018,"['comedy', 'romance', 'drama']",7.1,101175.0
Janel Parrish,Margot Song Covey,ACTOR,To All the Boys I've Loved Before,MOVIE,2018,"['comedy', 'romance', 'drama']",7.1,101175.0
Anna Cathcart,"Katherine ""Kitty"" Song Covey",ACTOR,To All the Boys I've Loved Before,MOVIE,2018,"['comedy', 'romance', 'drama']",7.1,101175.0
Andrew Bachelor,Greg Rivera,ACTOR,To All the Boys I've Loved Before,MOVIE,2018,"['comedy', 'romance', 'drama']",7.1,101175.0
Trezzo Mahoro,Lucas James,ACTOR,To All the Boys I've Loved Before,MOVIE,2018,"['comedy', 'romance', 'drama']",7.1,101175.0
Emilija Baranac,Genevieve,ACTOR,To All the Boys I've Loved Before,MOVIE,2018,"['comedy', 'romance', 'drama']",7.1,101175.0
Madeleine Arthur,Christine,ACTOR,To All the Boys I've Loved Before,MOVIE,2018,"['comedy', 'romance', 'drama']",7.1,101175.0
Israel Broussard,Josh Sanderson,ACTOR,To All the Boys I've Loved Before,MOVIE,2018,"['comedy', 'romance', 'drama']",7.1,101175.0
John Corbett,Daniel Covey,ACTOR,To All the Boys I've Loved Before,MOVIE,2018,"['comedy', 'romance', 'drama']",7.1,101175.0
Kelcey Mawema,Emily Nussbaum,ACTOR,To All the Boys I've Loved Before,MOVIE,2018,"['comedy', 'romance', 'drama']",7.1,101175.0
Julia Benson,Mrs. Kavinsky,ACTOR,To All the Boys I've Loved Before,MOVIE,2018,"['comedy', 'romance', 'drama']",7.1,101175.0
Joey Pacheco,Owen Kavinsky,ACTOR,To All the Boys I've Loved Before,MOVIE,2018,"['comedy', 'romance', 'drama']",7.1,101175.0
Edward Kewin,Kenny,ACTOR,To All the Boys I've Loved Before,MOVIE,2018,"['comedy', 'romance', 'drama']",7.1,101175.0
Jordan Burtchett,John Ambrose McClaren,ACTOR,To All the Boys I've Loved Before,MOVIE,2018,"['comedy', 'romance', 'drama']",7.1,101175.0
June B. Wilde,Joan,ACTOR,To All the Boys I've Loved Before,MOVIE,2018,"['comedy', 'romance', 'drama']",7.1,101175.0
Isabelle Beech,Young Lara Jean,ACTOR,To All the Boys I've Loved Before,MOVIE,2018,"['comedy', 'romance', 'drama']",7.1,101175.0
Hunter Dillon,Young Peter,ACTOR,To All the Boys I've Loved Before,MOVIE,2018,"['comedy', 'romance', 'drama']",7.1,101175.0
Christian Michael Cooper,Young Josh,ACTOR,To All the Boys I've Loved Before,MOVIE,2018,"['comedy', 'romance', 'drama']",7.1,101175.0
Rhys Fleming,Young Genevieve,ACTOR,To All the Boys I've Loved Before,MOVIE,2018,"['comedy', 'romance', 'drama']",7.1,101175.0
Pavel Piddocke,Young John Ambrose,ACTOR,To All the Boys I've Loved Before,MOVIE,2018,"['comedy', 'romance', 'drama']",7.1,101175.0
Jeb Beach,Coach,ACTOR,To All the Boys I've Loved Before,MOVIE,2018,"['comedy', 'romance', 'drama']",7.1,101175.0
Cameron Crosby,Guy,ACTOR,To All the Boys I've Loved Before,MOVIE,2018,"['comedy', 'romance', 'drama']",7.1,101175.0
Yael Yurman,Tiny Freshman,ACTOR,To All the Boys I've Loved Before,MOVIE,2018,"['comedy', 'romance', 'drama']",7.1,101175.0
Susan Johnson,unknown,DIRECTOR,To All the Boys I've Loved Before,MOVIE,2018,"['comedy', 'romance', 'drama']",7.1,101175.0
Carey Mulligan,DI Kip Glaspie,ACTOR,Collateral,tv show,2018,"['thriller', 'drama', 'crime']",6.7,17774.0
Vineeta Rishi,DC Rakhee Shah,ACTOR,Collateral,tv show,2018,"['thriller', 'drama', 'crime']",6.7,17774.0
Rob Jarvis,DC Euan Johnson,ACTOR,Collateral,tv show,2018,"['thriller', 'drama', 'crime']",6.7,17774.0
Nathaniel Martello-White,DS Nathan Bilk,ACTOR,Collateral,tv show,2018,"['thriller', 'drama', 'crime']",6.7,17774.0
Ben Miles,DSU Jack Haley,ACTOR,Collateral,tv show,2018,"['thriller', 'drama', 'crime']",6.7,17774.0
John Simm,David Mars,ACTOR,Collateral,tv show,2018,"['thriller', 'drama', 'crime']",6.7,17774.0
Billie Piper,Karen Mars,ACTOR,Collateral,tv show,2018,"['thriller', 'drama', 'crime']",6.7,17774.0
Hayley Squires,Laurie Stone,ACTOR,Collateral,tv show,2018,"['thriller', 'drama', 'crime']",6.7,17774.0
Nicola Duffett,Alice Stone,ACTOR,Collateral,tv show,2018,"['thriller', 'drama', 'crime']",6.7,17774.0
George Georgiou,Mehmet Akman,ACTOR,Collateral,tv show,2018,"['thriller', 'drama', 'crime']",6.7,17774.0
Ahd,Fatima Asif,ACTOR,Collateral,tv show,2018,"['thriller', 'drama', 'crime']",6.7,17774.0
July Namir,Mona Asif,ACTOR,Collateral,tv show,2018,"['thriller', 'drama', 'crime']",6.7,17774.0
Jeany Spark,CPT Sandrine Shaw,ACTOR,Collateral,tv show,2018,"['thriller', 'drama', 'crime']",6.7,17774.0
Robert Portal,MAJ Tim Dyson,ACTOR,Collateral,tv show,2018,"['thriller', 'drama', 'crime']",6.7,17774.0
Orla Brady,Phoebe Dyson,ACTOR,Collateral,tv show,2018,"['thriller', 'drama', 'crime']",6.7,17774.0
Nicola Walker,Jane Oliver,ACTOR,Collateral,tv show,2018,"['thriller', 'drama', 'crime']",6.7,17774.0
Kae Alexander,Linh Xuan Huy,ACTOR,Collateral,tv show,2018,"['thriller', 'drama', 'crime']",6.7,17774.0
Nick Mohammed,Fuzz Gupta,ACTOR,Collateral,tv show,2018,"['thriller', 'drama', 'crime']",6.7,17774.0
S.J. Clarkson,unknown,DIRECTOR,Collateral,tv show,2018,"['thriller', 'drama', 'crime']",6.7,17774.0
Tomoaki Maeno,Hakkekkyuu (Kouchuukyuu),ACTOR,Cells at Work!,SHOW,2018,"['comedy', 'animation', 'action', 'fantasy']",7.5,2270.0
Kana Hanazawa,Sekkekkyuu,ACTOR,Cells at Work!,SHOW,2018,"['comedy', 'animation', 'action', 'fantasy']",7.5,2270.0
Shoya Chiba,B Saibou,ACTOR,Cells at Work!,SHOW,2018,"['comedy', 'animation', 'action', 'fantasy']",7.5,2270.0
Hiroyuki Yoshino,Haienkyuukin,ACTOR,Cells at Work!,SHOW,2018,"['comedy', 'animation', 'action', 'fantasy']",7.5,2270.0
Takahiro Sakurai,Helper T Saibou,ACTOR,Cells at Work!,SHOW,2018,"['comedy', 'animation', 'action', 'fantasy']",7.5,2270.0
Nobuhiko Okamoto,Jujousaibou,ACTOR,Cells at Work!,SHOW,2018,"['comedy', 'animation', 'action', 'fantasy']",7.5,2270.0
Maria Naganawa,Kesshouban,ACTOR,Cells at Work!,SHOW,2018,"['comedy', 'animation', 'action', 'fantasy']",7.5,2270.0
Daisuke Ono,Killer T Saibou,ACTOR,Cells at Work!,SHOW,2018,"['comedy', 'animation', 'action', 'fantasy']",7.5,2270.0
Mao Ichimichi,Kousankyuu,ACTOR,Cells at Work!,SHOW,2018,"['comedy', 'animation', 'action', 'fantasy']",7.5,2270.0
Saori Hayami,Seigixyosei T Saibou,ACTOR,Cells at Work!,SHOW,2018,"['comedy', 'animation', 'action', 'fantasy']",7.5,2270.0
Rebecca Shoichet,Sunset Shimmer (voice),ACTOR,My Little Pony: Equestria Girls,SHOW,2017,"['animation', 'comedy', 'family', 'fantasy']",6.5,661.0
Tara Strong,Twilight Sparkle (voice),ACTOR,My Little Pony: Equestria Girls,SHOW,2017,"['animation', 'comedy', 'family', 'fantasy']",6.5,661.0
Tabitha St. Germain,Rarity (voice),ACTOR,My Little Pony: Equestria Girls,SHOW,2017,"['animation', 'comedy', 'family', 'fantasy']",6.5,661.0
Ashleigh Ball,Rainbow Dash / Applejack (voice),ACTOR,My Little Pony: Equestria Girls,SHOW,2017,"['animation', 'comedy', 'family', 'fantasy']",6.5,661.0
Andrea Libman,Pinkie Pie / Fluttershy (voice),ACTOR,My Little Pony: Equestria Girls,SHOW,2017,"['animation', 'comedy', 'family', 'fantasy']",6.5,661.0
Jack De Sena,Callum (voice),ACTOR,The Dragon Prince,SHOW,2018,"['action', 'scifi', 'animation', 'family', 'fantasy', 'thriller', 'drama']",8.4,22187.0
Paula Burrows,Rayla (voice),ACTOR,The Dragon Prince,SHOW,2018,"['action', 'scifi', 'animation', 'family', 'fantasy', 'thriller', 'drama']",8.4,22187.0
Sasha Rojen,Ezran (voice),ACTOR,The Dragon Prince,SHOW,2018,"['action', 'scifi', 'animation', 'family', 'fantasy', 'thriller', 'drama']",8.4,22187.0
Erik Dellums,Aaravos (voice),ACTOR,The Dragon Prince,SHOW,2018,"['action', 'scifi', 'animation', 'family', 'fantasy', 'thriller', 'drama']",8.4,22187.0
Moka Kamishiraishi,Kun (voice),ACTOR,Mirai,MOVIE,2018,"['fantasy', 'animation', 'drama', 'family']",7.0,14983.0
Haru Kuroki,Mira?? (voice),ACTOR,Mirai,MOVIE,2018,"['fantasy', 'animation', 'drama', 'family']",7.0,14983.0
Gen Hoshino,Father (voice),ACTOR,Mirai,MOVIE,2018,"['fantasy', 'animation', 'drama', 'family']",7.0,14983.0
Kumiko Aso,Mother (voice),ACTOR,Mirai,MOVIE,2018,"['fantasy', 'animation', 'drama', 'family']",7.0,14983.0
Mitsuo Yoshihara,Mysterious Man (voice),ACTOR,Mirai,MOVIE,2018,"['fantasy', 'animation', 'drama', 'family']",7.0,14983.0
Yoshiko Miyazaki,Grandmother (voice),ACTOR,Mirai,MOVIE,2018,"['fantasy', 'animation', 'drama', 'family']",7.0,14983.0
Koji Yakusho,Grandfather (voice),ACTOR,Mirai,MOVIE,2018,"['fantasy', 'animation', 'drama', 'family']",7.0,14983.0
Masaharu Fukuyama,Young Man (voice),ACTOR,Mirai,MOVIE,2018,"['fantasy', 'animation', 'drama', 'family']",7.0,14983.0
Kaede Hondo,Baby Mirai (voice),ACTOR,Mirai,MOVIE,2018,"['fantasy', 'animation', 'drama', 'family']",7.0,14983.0
Mamoru Hosoda,unknown,DIRECTOR,Mirai,MOVIE,2018,"['fantasy', 'animation', 'drama', 'family']",7.0,14983.0
Mike Hall,Self,ACTOR,Rust Valley Restorers,SHOW,2018,['documentation'],7.7,2848.0
Avery Shoaf,Self,ACTOR,Rust Valley Restorers,SHOW,2018,['documentation'],7.7,2848.0
Connor Hall,Self,ACTOR,Rust Valley Restorers,SHOW,2018,['documentation'],7.7,2848.0
Prabhas,Amarendra BŽhubali / Mahendra BŽhubali 'Shivudu',ACTOR,BŽhubali 2: The Conclusion,MOVIE,2017,"['fantasy', 'drama', 'action']",8.2,94421.0
Rana Daggubati,Bhallaladeva,ACTOR,BŽhubali 2: The Conclusion,MOVIE,2017,"['fantasy', 'drama', 'action']",8.2,94421.0
Sathyaraj,Kattappa,ACTOR,BŽhubali 2: The Conclusion,MOVIE,2017,"['fantasy', 'drama', 'action']",8.2,94421.0
Anushka Shetty,Devasena,ACTOR,BŽhubali 2: The Conclusion,MOVIE,2017,"['fantasy', 'drama', 'action']",8.2,94421.0
Nassar,Bijjaladeva,ACTOR,BŽhubali 2: The Conclusion,MOVIE,2017,"['fantasy', 'drama', 'action']",8.2,94421.0
Ramya Krishnan,Sivagami,ACTOR,BŽhubali 2: The Conclusion,MOVIE,2017,"['fantasy', 'drama', 'action']",8.2,94421.0
Subbaraju,Kumara Varma,ACTOR,BŽhubali 2: The Conclusion,MOVIE,2017,"['fantasy', 'drama', 'action']",8.2,94421.0
Tamanna Bhatia,Avanthika,ACTOR,BŽhubali 2: The Conclusion,MOVIE,2017,"['fantasy', 'drama', 'action']",8.2,94421.0
Prudhviraj,Official in Kunthala Kingdom,ACTOR,BŽhubali 2: The Conclusion,MOVIE,2017,"['fantasy', 'drama', 'action']",8.2,94421.0
Rohini,Sanga,ACTOR,BŽhubali 2: The Conclusion,MOVIE,2017,"['fantasy', 'drama', 'action']",8.2,94421.0
Ashrita Vemuganti,(uncredited),ACTOR,BŽhubali 2: The Conclusion,MOVIE,2017,"['fantasy', 'drama', 'action']",8.2,94421.0
Tanikella Bharani,Swami (voice) (uncredited),ACTOR,BŽhubali 2: The Conclusion,MOVIE,2017,"['fantasy', 'drama', 'action']",8.2,94421.0
Bharani Shankar,(uncredited),ACTOR,BŽhubali 2: The Conclusion,MOVIE,2017,"['fantasy', 'drama', 'action']",8.2,94421.0
Kalpalatha,unknown,ACTOR,BŽhubali 2: The Conclusion,MOVIE,2017,"['fantasy', 'drama', 'action']",8.2,94421.0
S. S. Rajamouli,unknown,DIRECTOR,BŽhubali 2: The Conclusion,MOVIE,2017,"['fantasy', 'drama', 'action']",8.2,94421.0
Teresa Palmer,Clare Havel,ACTOR,Berlin Syndrome,MOVIE,2017,"['horror', 'thriller', 'drama']",6.2,25149.0
Max Riemelt,Andi Werner,ACTOR,Berlin Syndrome,MOVIE,2017,"['horror', 'thriller', 'drama']",6.2,25149.0
Matthias Habich,Erich Werner,ACTOR,Berlin Syndrome,MOVIE,2017,"['horror', 'thriller', 'drama']",6.2,25149.0
Emma Bading,Franka Hummels,ACTOR,Berlin Syndrome,MOVIE,2017,"['horror', 'thriller', 'drama']",6.2,25149.0
Elmira Bahrami,Jana,ACTOR,Berlin Syndrome,MOVIE,2017,"['horror', 'thriller', 'drama']",6.2,25149.0
Christoph Franken,Peter,ACTOR,Berlin Syndrome,MOVIE,2017,"['horror', 'thriller', 'drama']",6.2,25149.0
Lucie Aron,Elodie Zadikan,ACTOR,Berlin Syndrome,MOVIE,2017,"['horror', 'thriller', 'drama']",6.2,25149.0
Nassim Avat,Aron Hurwitz,ACTOR,Berlin Syndrome,MOVIE,2017,"['horror', 'thriller', 'drama']",6.2,25149.0
Thuso Lekwape,Billy Dharma,ACTOR,Berlin Syndrome,MOVIE,2017,"['horror', 'thriller', 'drama']",6.2,25149.0
Lara Marie M?¬ller,Silke,ACTOR,Berlin Syndrome,MOVIE,2017,"['horror', 'thriller', 'drama']",6.2,25149.0
Elias Esser,Boy 1,ACTOR,Berlin Syndrome,MOVIE,2017,"['horror', 'thriller', 'drama']",6.2,25149.0
Claude Heinrich,Boy 2,ACTOR,Berlin Syndrome,MOVIE,2017,"['horror', 'thriller', 'drama']",6.2,25149.0
Viktor Baschmakov,Benni,ACTOR,Berlin Syndrome,MOVIE,2017,"['horror', 'thriller', 'drama']",6.2,25149.0
Matthias Russel,Jakob,ACTOR,Berlin Syndrome,MOVIE,2017,"['horror', 'thriller', 'drama']",6.2,25149.0
Mascha Wolf,Mascha,ACTOR,Berlin Syndrome,MOVIE,2017,"['horror', 'thriller', 'drama']",6.2,25149.0
Ren?? Barra,Coal Man,ACTOR,Berlin Syndrome,MOVIE,2017,"['horror', 'thriller', 'drama']",6.2,25149.0
Malin Steffen,Swedish Girl,ACTOR,Berlin Syndrome,MOVIE,2017,"['horror', 'thriller', 'drama']",6.2,25149.0
Maia Absberg,Bar Member,ACTOR,Berlin Syndrome,MOVIE,2017,"['horror', 'thriller', 'drama']",6.2,25149.0
Morgane Ferru,Jesie Lamarque,ACTOR,Berlin Syndrome,MOVIE,2017,"['horror', 'thriller', 'drama']",6.2,25149.0
Nadine Peschel,Mother,ACTOR,Berlin Syndrome,MOVIE,2017,"['horror', 'thriller', 'drama']",6.2,25149.0
Charly Thorn,Young Woman,ACTOR,Berlin Syndrome,MOVIE,2017,"['horror', 'thriller', 'drama']",6.2,25149.0
Sasha Selezneva,Natalie,ACTOR,Berlin Syndrome,MOVIE,2017,"['horror', 'thriller', 'drama']",6.2,25149.0
Peter Young,Squatter,ACTOR,Berlin Syndrome,MOVIE,2017,"['horror', 'thriller', 'drama']",6.2,25149.0
Kristina Kostiv,Russian Girl,ACTOR,Berlin Syndrome,MOVIE,2017,"['horror', 'thriller', 'drama']",6.2,25149.0
Mariella Aumann,Young Girl,ACTOR,Berlin Syndrome,MOVIE,2017,"['horror', 'thriller', 'drama']",6.2,25149.0
Engin Karavul,Stall Owner,ACTOR,Berlin Syndrome,MOVIE,2017,"['horror', 'thriller', 'drama']",6.2,25149.0
Cate Shortland,unknown,DIRECTOR,Berlin Syndrome,MOVIE,2017,"['horror', 'thriller', 'drama']",6.2,25149.0
Bryan Fogel,Self,ACTOR,Icarus,MOVIE,2017,"['documentation', 'thriller', 'sport']",7.9,49269.0
Dave Zabriskie,Self,ACTOR,Icarus,MOVIE,2017,"['documentation', 'thriller', 'sport']",7.9,49269.0
Don Catlin,Self,ACTOR,Icarus,MOVIE,2017,"['documentation', 'thriller', 'sport']",7.9,49269.0
Grigory Rodchenkov,Self,ACTOR,Icarus,MOVIE,2017,"['documentation', 'thriller', 'sport']",7.9,49269.0
